"transactionDate","DPOZ","country","contractType","wayOfTrading","buySellIndicator","marketSegment","energyCommodity","deliveryStart","relativePeriod","periodLength","MTU/Load","noOfTransactions","noOfMPs"
"Y2025M03D14","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D15","","[Other<W]","GD","488","40"
"Y2025M01D16","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D16","D+0","[Other<D]","GD","67","13"
"Y2025M01D29","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D29","D+0","[Other<D]","GD","26","7"
"Y2025M03D26","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D26","D+0","[Other<D]","GD","32","9"
"Y2025M01D17","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D18","","[Other<W]","GD","2704","78"
"Y2025M02D14","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D16","D+2","D","GD","18","8"
"Y2025M02D10","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D11","D+1","[Other<D]","GD","86","17"
"Y2025M03D16","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D19","","All","GD","<6","<6"
"Y2025M03D01","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D04","","All","GD","<6","<6"
"Y2025M02D16","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D18","","All","GD","12","<6"
"Y2025M03D09","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D12","","All","GD","<6","<6"
"Y2025M01D11","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D11","D+0","D","GD","72","19"
"Y2025M01D16","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D17","D+1","[Other<D]","GD","61","17"
"Y2025M01D27","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D28","D+1","D","GD","2859","85"
"Y2025M02D07","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D10","D+3","D","GD","281","81"
"Y2025M01D07","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D08","D+1","D","GD","730","46"
"Y2025M01D16","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D16","D+0","D","GD","618","79"
"Y2025M01D11","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D12","D+1","[Other<D]","GD","83","16"
"Y2025M01D28","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D28","D+0","D","GD","88","9"
"Y2025M02D13","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D14","D+1","D","GD","2792","79"
"Y2025M02D15","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D16","D+1","D","GD","38","11"
"Y2025M02D28","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","162","45"
"Y2025M03D19","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","D+1","D","GD","2633","112"
"Y2025M03D12","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D13","D+1","[Other<D]","GD","14","6"
"Y2025M01D27","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D28","D+1","D","GD","602","44"
"Y2025M01D30","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D30","D+0","[Other<D]","GD","18","7"
"Y2025M02D07","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D10","D+3","D","GD","102","13"
"Y2025M03D18","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D18","D+0","D","GD","466","89"
"Y2025M03D12","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D12","D+0","[Other<D]","GD","18","8"
"Y2025M02D07","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D08","","All","GD","167","41"
"Y2025M02D28","21Y---A001A010-A","IT","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","41","19"
"Y2025M01D06","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D06","D+0","[Other<D]","GD","75","19"
"Y2025M03D13","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D14","","All","GD","70","24"
"Y2025M03D21","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D24","D+3","D","GD","471","50"
"Y2025M03D13","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D14","D+1","D","GD","4295","83"
"Y2025M01D17","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D19","","All","GD","47","16"
"Y2025M02D21","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","","[W<Other<M]","GD","78","16"
"Y2025M02D21","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D22","D+1","D","GD","221","35"
"Y2025M03D14","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D16","D+2","D","GD","10","7"
"Y2025M02D25","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D26","D+1","D","GD","92","18"
"Y2025M03D17","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D17","D+0","D","GD","20","10"
"Y2025M03D02","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D02","D+0","D","GD","202","14"
"Y2025M03D07","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D10","D+3","D","GD","404","32"
"Y2025M02D26","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D27","D+1","D","GD","31","9"
"Y2025M02D22","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D24","D+2","D","GD","17","8"
"Y2025M03D26","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D26","D+0","[Other<D]","GD","61","7"
"Y2025M03D31","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D31","D+0","[Other<D]","GD","12","7"
"Y2025M01D15","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D15","D+0","[Other<D]","GD","71","13"
"Y2025M03D05","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D05","D+0","D","GD","106","29"
"Y2025M02D28","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","32","12"
"Y2025M03D19","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D19","D+0","[Other<D]","GD","871","43"
"Y2025M03D21","21Y0000000001359","EE-LV","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D21","D+0","D","GD","30","6"
"Y2025M02D28","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D01","D+1","[Other<D]","GD","22","7"
"Y2025M03D02","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D03","D+1","D","GD","151","33"
"Y2025M02D09","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D10","D+1","D","GD","84","20"
"Y2025M03D14","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D14","D+0","D","GD","10","8"
"Y2025M02D18","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D19","","All","GD","51","18"
"Y2025M01D10","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D13","D+3","D","GD","149","11"
"Y2025M01D20","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D21","D+1","D","GD","1177","24"
"Y2025M01D13","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D14","","All","GD","67","20"
"Y2025M03D28","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D29","","[W<Other<M]","GD","393","27"
"Y2025M03D14","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D14","D+0","[Other<D]","GD","422","49"
"Y2025M01D31","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D01","D+1","[Other<D]","GD","29","9"
"Y2025M02D17","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D17","D+0","D","GD","214","36"
"Y2025M01D13","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D14","D+1","D","GD","80","15"
"Y2025M03D19","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D20","D+1","D","GD","47","42"
"Y2025M03D06","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D07","D+1","D","GD","716","25"
"Y2025M03D14","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D15","D+1","D","GD","32","10"
"Y2025M03D22","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D23","D+1","[Other<D]","GD","57","12"
"Y2025M02D18","21Y0000000001359","EE-LV","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D18","D+0","D","GD","17","8"
"Y2025M02D24","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D25","D+1","D","GD","2327","100"
"Y2025M01D23","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D24","D+1","D","GD","349","32"
"Y2025M01D23","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D24","D+1","[Other<D]","GD","94","12"
"Y2025M02D28","21Y---A002A005-T","ES","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","112","15"
"Y2025M03D18","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D18","D+0","D","GD","45","10"
"Y2025M01D15","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D16","D+1","D","GD","161","19"
"Y2025M01D01","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D02","D+1","D","GD","139","17"
"Y2025M02D11","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D12","D+1","[Other<D]","GD","74","17"
"Y2025M03D02","21Z000000000520T","LT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D02","D+0","D","GD","20","11"
"Y2025M03D03","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D03","D+0","[Other<D]","GD","311","38"
"Y2025M02D05","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D05","D+0","[Other<D]","GD","102","21"
"Y2025M01D30","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D30","D+0","D","GD","53","10"
"Y2025M03D29","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D29","D+0","D","GD","28","16"
"Y2025M02D21","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","D+1","[Other<D]","GD","25","6"
"Y2025M01D08","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D09","D+1","D","GD","143","42"
"Y2025M02D25","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D26","D+1","D","GD","196","41"
"Y2025M02D25","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D26","D+1","[Other<D]","GD","64","16"
"Y2025M02D07","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D09","D+2","D","GD","29","12"
"Y2025M03D08","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D10","","All","GD","8","<6"
"Y2025M02D03","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D03","D+0","D","GD","101","9"
"Y2025M03D21","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D22","D+1","[Other<D]","GD","69","13"
"Y2025M03D25","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D26","D+1","D","GD","144","17"
"Y2025M02D02","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D01","","All","GD","13","7"
"Y2025M03D08","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D08","D+0","D","GD","22","21"
"Y2025M02D12","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","D+1","D","GD","116","17"
"Y2025M01D22","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D22","","All","GD","40","13"
"Y2025M02D28","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D01","D+1","D","GD","45","19"
"Y2025M02D14","21Y000000000003Q","DK","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D17","D+3","D","GD","197","26"
"Y2025M01D03","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D06","D+3","D","GD","373","39"
"Y2025M02D11","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D12","D+1","D","GD","53","48"
"Y2025M01D15","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D15","D+0","[Other<D]","GD","348","28"
"Y2025M01D27","60Y000000000001I","RO","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D27","D+0","D","GD","55","24"
"Y2025M01D22","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D23","D+1","D","GD","510","42"
"Y2025M03D10","21Y000000000131H","EL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D11","D+1","D","GD","28","8"
"Y2025M01D21","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D21","D+0","[Other<D]","GD","327","36"
"Y2025M02D15","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D16","","All","GD","156","29"
"Y2025M02D12","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D13","D+1","D","GD","2485","81"
"Y2025M02D13","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D13","D+0","D","GD","23","11"
"Y2025M02D22","21Y0000000001278","FR","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D22","D+0","[Other<D]","GD","88","13"
"Y2025M02D15","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D15","D+0","D","GD","27","26"
"Y2025M01D27","21YNL----TTF---1","NL","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M01D27","D+0","[Other<D]","GD","269","34"
"Y2025M01D31","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D03","D+3","D","GD","30","16"
"Y2025M02D08","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D08","D+0","[Other<D]","GD","408","42"
"Y2025M03D15","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D16","D+1","[Other<D]","GD","234","24"
"Y2025M03D31","21Y---A002A005-T","ES","AU","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M04D01","D+1","D","GD","9","7"
"Y2025M02D15","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D17","D+2","D","GD","18","6"
"Y2025M01D28","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D28","D+0","[Other<D]","GD","45","9"
"Y2025M01D12","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D13","D+1","[Other<D]","GD","41","10"
"Y2025M02D04","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D04","D+0","[Other<D]","GD","38","11"
"Y2025M03D07","39YSINBP000000NE","HU","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D10","D+3","D","GD","77","16"
"Y2025M01D14","21Y---A001A001-B","CZ","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D14","D+0","D","GD","93","25"
"Y2025M01D26","EU","EU","All","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M01D27","","All","GD","36","21"
"Y2025M02D14","21Y000000000087V","PL","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D15","D+1","D","GD","40","8"
"Y2025M03D02","EU","EU","All","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M03D02","","All","GD","67","13"
"Y2025M02D08","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D09","D+1","D","GD","65","15"
"Y2025M02D03","21Y000000000026E","BG","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D03","D+0","D","GD","73","20"
"Y2025M02D21","21Y---A001A010-A","IT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M02D22","","[Other<W]","GD","163","53"
"Y2025M02D12","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","S","DayAhead and WithinDay","NG","Y2025M02D12","D+0","[Other<D]","GD","65","16"
"Y2025M03D04","21Y000000000009E","AT","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D05","D+1","D","GD","788","52"
"Y2025M03D08","37Y005053MH0000R","DE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D09","D+1","[Other<D]","GD","126","18"
"Y2025M03D28","21Z000000000248J","BE","CO","TRADING on EXCHANGE (own orderbook)","B","DayAhead and WithinDay","NG","Y2025M03D31","D+3","D","GD","649","41"
